InventoryAction,Site,SellerSKU,Quantity,Price
Modify,Shopify,0451781,907,7.86
Modify,Shopify,0451971,34,50.78
Modify,Shopify,0453035,537,15.64
Modify,Shopify,0455113,26,35.46
Modify,Shopify,0455196,129,41.73
Modify,Shopify,0457010,1130,5.83
Modify,Shopify,0457713,227,13.45
Modify,Shopify,0457929,587,7.48
Modify,Shopify,0458042,318,7.48
Modify,Shopify,0458802,77,9.24
Modify,Shopify,0459362,38,16.88
Modify,Shopify,0460337,1245,3.40
Modify,Shopify,0461954,374,17.32
Modify,Shopify,0465195,50,30.62
Modify,Shopify,0465385,0,37.33
Modify,Shopify,0465542,31,34.33
Modify,Shopify,0465963,19,15.18
Modify,Shopify,0466300,5129,4.17
Modify,Shopify,0467357,67,19.77
Modify,Shopify,0467480,928,19.23
Modify,Shopify,0468363,38,8.73
Modify,Shopify,0468660,21,34.09
Modify,Shopify,0468769,7,34.09
Modify,Shopify,0469361,421,8.59
Modify,Shopify,0475038,81,17.07
Modify,Shopify,0475228,9,17.08
Modify,Shopify,0476374,49,36.50
Modify,Shopify,0476465,840,22.09
Modify,Shopify,0476697,359,37.25
Modify,Shopify,0478560,0,25.02
Modify,Shopify,0482901,246,4.04
Modify,Shopify,0483479,17,12.14
Modify,Shopify,0484063,148,34.33
Modify,Shopify,0485219,49,11.75
Modify,Shopify,0486985,195,34.56
Modify,Shopify,0488924,9,62.83
Modify,Shopify,0492439,28,33.23
Modify,Shopify,0496257,346,15.34
Modify,Shopify,0499012,131,26.54
Modify,Shopify,0500108,93,41.38
Modify,Shopify,0501627,139,50.95
Modify,Shopify,0501643,84,50.95
Modify,Shopify,0504126,84,61.49
Modify,Shopify,0504381,341,13.77
Modify,Shopify,0505032,405,16.45
Modify,Shopify,0505164,2927,7.31
Modify,Shopify,0505248,213,21.59
Modify,Shopify,0505255,1002,13.77
Modify,Shopify,0506337,13,38.15
Modify,Shopify,0507343,1063,8.70
Modify,Shopify,0507764,3794,2.98
Modify,Shopify,0512467,150,27.48
Modify,Shopify,0512830,0,19.46
Modify,Shopify,0514026,1192,6.94
Modify,Shopify,0514331,255,53.15
Modify,Shopify,0690131,5,16.96
Modify,Shopify,0690149,22,11.53
Modify,Shopify,0691659,51,28.75
Modify,Shopify,0692210,7,33.58
Modify,Shopify,0692491,64,22.29
Modify,Shopify,0694448,69,42.38
Modify,Shopify,0696831,843,45.77
Modify,Shopify,0698803,148,13.21
Modify,Shopify,0699231,28,30.68
Modify,Shopify,0699306,91,49.96
Modify,Shopify,0699983,368,42.01
Modify,Shopify,0701896,39,22.60
Modify,Shopify,0702142,78,21.70
Modify,Shopify,0702670,63,6.54
Modify,Shopify,0702746,10,28.86
Modify,Shopify,0702886,584,6.38
Modify,Shopify,0702985,20,48.00
Modify,Shopify,0703413,1722,5.13
Modify,Shopify,0704023,82,6.20
Modify,Shopify,0704668,397,12.75
Modify,Shopify,0705566,21,27.22
Modify,Shopify,0705616,127,36.45
Modify,Shopify,0706101,1585,4.30
Modify,Shopify,0706788,359,9.57
Modify,Shopify,0707034,87,28.06
Modify,Shopify,0707182,399,13.01
Modify,Shopify,0707240,424,17.84
Modify,Shopify,0707448,404,16.13
Modify,Shopify,0707612,11,51.18
Modify,Shopify,0707620,455,19.24
Modify,Shopify,0707927,17,37.74
Modify,Shopify,0707984,43,13.53
Modify,Shopify,0708610,90,37.74
Modify,Shopify,0709709,65,11.20
Modify,Shopify,0710202,329,9.36
Modify,Shopify,0710400,135,23.40
Modify,Shopify,0710616,52,72.87
Modify,Shopify,0711127,76,35.31
Modify,Shopify,0711416,27,58.35
Modify,Shopify,0713156,0,9.46
Modify,Shopify,0713461,93,22.41
Modify,Shopify,0713594,27,49.54
Modify,Shopify,0714048,37,19.80
Modify,Shopify,0714204,74,20.73
Modify,Shopify,0714261,26,6.13
Modify,Shopify,0714667,204,17.48
Modify,Shopify,0718940,119,7.26
Modify,Shopify,0719062,682,20.48
Modify,Shopify,0720680,516,3.86
Modify,Shopify,0720763,1080,3.86
Modify,Shopify,0721084,107,3.86
Modify,Shopify,0721654,197,5.88
Modify,Shopify,0722439,70,78.17
Modify,Shopify,0722660,57,51.09
Modify,Shopify,0723262,123,8.34
Modify,Shopify,0560128,24,46.49
Modify,Shopify,0561068,51,53.38
Modify,Shopify,0562033,561,11.43
Modify,Shopify,0562561,92,22.41
Modify,Shopify,0563130,63,12.76
Modify,Shopify,0563312,237,71.30
Modify,Shopify,0564021,64,7.67
Modify,Shopify,0564534,18,36.35
Modify,Shopify,0564633,24,36.35
Modify,Shopify,0566323,77,55.22
Modify,Shopify,0566828,898,3.86
Modify,Shopify,0567172,111,9.24
Modify,Shopify,0567552,101,18.88
Modify,Shopify,0568584,115,50.59
Modify,Shopify,0569228,6,115.18
Modify,Shopify,0569251,71,6.91
Modify,Shopify,0570689,114,5.31
Modify,Shopify,0570937,8,22.06
Modify,Shopify,0570986,24,69.25
Modify,Shopify,0571299,8,21.62
Modify,Shopify,0572651,66,22.28
Modify,Shopify,0572727,181,35.72
Modify,Shopify,0572909,224,11.68
Modify,Shopify,0573808,1045,59.50
Modify,Shopify,0573949,1931,4.66
Modify,Shopify,0574160,68,
Modify,Shopify,0574517,145,35.66
Modify,Shopify,0574889,1454,44.42
Modify,Shopify,0576132,170,7.22
Modify,Shopify,0576165,2192,9.80
Modify,Shopify,0576801,13,40.95
Modify,Shopify,0577734,11,15.18
Modify,Shopify,0577965,201,32.46
Modify,Shopify,0578534,31,11.71
Modify,Shopify,0578864,127,32.46
Modify,Shopify,0579318,27,35.90
Modify,Shopify,0579391,89,17.30
Modify,Shopify,0581199,22,13.94
Modify,Shopify,0582601,0,26.83
Modify,Shopify,0583591,5,20.43
Modify,Shopify,0584334,72,66.38
Modify,Shopify,0584847,637,40.69
Modify,Shopify,0585638,616,38.22
Modify,Shopify,0585851,2246,7.41
Modify,Shopify,0586461,174,48.11
Modify,Shopify,0587394,348,5.66
Modify,Shopify,0587402,295,3.36
Modify,Shopify,0587741,93,7.25
Modify,Shopify,0587873,115,5.86
Modify,Shopify,0589887,392,11.74
Modify,Shopify,0591198,203,7.99
Modify,Shopify,0591628,81,14.14
Modify,Shopify,0591644,213,12.95
Modify,Shopify,0591826,115,12.95
Modify,Shopify,0592030,159,26.74
Modify,Shopify,0592774,91,40.43
Modify,Shopify,0592816,253,13.94
Modify,Shopify,0593301,33,26.59
Modify,Shopify,0593459,57,13.77
Modify,Shopify,0595637,83,48.90
Modify,Shopify,0595744,79,25.99
Modify,Shopify,0595892,17,33.84
Modify,Shopify,0597476,70,3.00
Modify,Shopify,0599084,536,8.65
Modify,Shopify,0599118,16,32.82
Modify,Shopify,0599712,148,44.81
Modify,Shopify,0600916,174,11.96
Modify,Shopify,0601450,30,36.97
Modify,Shopify,0602151,74,15.91
Modify,Shopify,0604108,90,27.66
Modify,Shopify,0604645,0,39.99
Modify,Shopify,0606103,20,16.11
Modify,Shopify,0606368,23,44.69
Modify,Shopify,0607408,17,40.37
Modify,Shopify,0608414,74,10.04
Modify,Shopify,0609412,71,13.21
Modify,Shopify,0610444,149,18.91
Modify,Shopify,0610543,64,100.60
Modify,Shopify,0610642,44,48.05
Modify,Shopify,0611095,51,8.34
Modify,Shopify,0611178,298,12.95
Modify,Shopify,0783787,242,18.91
Modify,Shopify,0783837,28,14.63
Modify,Shopify,0783878,337,11.75
Modify,Shopify,0783894,451,15.34
Modify,Shopify,0785030,1071,7.19
Modify,Shopify,0785238,343,7.19
Modify,Shopify,0785766,38,7.72
Modify,Shopify,0786038,316,9.87
Modify,Shopify,0787093,47,61.94
Modify,Shopify,0787275,86,22.66
Modify,Shopify,0787663,95,12.41
Modify,Shopify,0787788,60,27.30
Modify,Shopify,0788364,48,33.16
Modify,Shopify,0789347,65,16.88
Modify,Shopify,0790295,144,27.39
Modify,Shopify,0791467,205,12.20
Modify,Shopify,0791723,381,14.41
Modify,Shopify,0791947,146,31.30
Modify,Shopify,0792291,126,11.52
Modify,Shopify,0793216,304,6.07
Modify,Shopify,0793323,586,6.07
Modify,Shopify,0793588,308,6.07
Modify,Shopify,0793752,6,15.00
Modify,Shopify,0793786,23,46.43
Modify,Shopify,0795062,1550,6.14
Modify,Shopify,0796797,201,46.42
Modify,Shopify,0797043,100,50.05
Modify,Shopify,0798066,548,24.07
Modify,Shopify,0798207,522,34.20
Modify,Shopify,0798389,116,56.96
Modify,Shopify,0799007,168,26.98
Modify,Shopify,0799346,299,20.57
Modify,Shopify,0799734,32,5.56
Modify,Shopify,0799783,201,4.68
Modify,Shopify,0799841,58,6.17
Modify,Shopify,0799932,84,11.42
Modify,Shopify,0800987,13,14.57
Modify,Shopify,0801142,387,39.98
Modify,Shopify,0801894,35,15.11
Modify,Shopify,0803239,3354,1.25
Modify,Shopify,0805309,486,9.45
Modify,Shopify,0805481,18,39.09
Modify,Shopify,0805762,66,7.86
Modify,Shopify,0805986,37,12.91
Modify,Shopify,0807040,168,9.09
Modify,Shopify,0808188,0,24.82
Modify,Shopify,0809129,10,55.17
Modify,Shopify,0642835,176,7.78
Modify,Shopify,0643239,54,15.00
Modify,Shopify,0643346,63,6.44
Modify,Shopify,0643775,109,28.83
Modify,Shopify,0644062,246,15.46
Modify,Shopify,0645069,122,34.53
Modify,Shopify,0645317,167,20.39
Modify,Shopify,0645457,127,8.74
Modify,Shopify,0645853,25,11.60
Modify,Shopify,0646885,82,30.58
Modify,Shopify,0646901,1796,11.54
Modify,Shopify,0647743,7242,21.72
Modify,Shopify,0647800,81,61.44
Modify,Shopify,0648469,362,23.66
Modify,Shopify,0648758,12,79.49
Modify,Shopify,0649103,150,28.16
Modify,Shopify,0649897,49,20.10
Modify,Shopify,0650432,387,3.85
Modify,Shopify,0650499,19,8.70
Modify,Shopify,0651000,2078,28.16
Modify,Shopify,0651125,300,38.99
Modify,Shopify,0652370,42,87.45
Modify,Shopify,0652875,424,14.55
Modify,Shopify,0652958,41,11.70
Modify,Shopify,0653816,926,19.23
Modify,Shopify,0653865,390,4.27
Modify,Shopify,0654194,246,13.10
Modify,Shopify,0654285,105,47.99
Modify,Shopify,0654673,6,11.75
Modify,Shopify,0654780,30,43.57
Modify,Shopify,0654996,275,76.67
Modify,Shopify,0655316,78,8.88
Modify,Shopify,0657205,475,7.22
Modify,Shopify,0658070,77,6.46
Modify,Shopify,0658112,80,3.76
Modify,Shopify,0658153,178,2.58
Modify,Shopify,0658427,19,113.15
Modify,Shopify,0659243,207,
Modify,Shopify,0659367,188,
Modify,Shopify,0660423,1908,16.68
Modify,Shopify,0660878,207,19.77
Modify,Shopify,0661017,32,59.61
Modify,Shopify,0662023,186,32.75
Modify,Shopify,0662601,89,87.43
Modify,Shopify,0663765,299,20.44
Modify,Shopify,0663815,343,31.72
Modify,Shopify,0664128,79,15.38
Modify,Shopify,0665075,76,5.46
Modify,Shopify,0665091,2993,4.85
Modify,Shopify,0666180,786,11.74
Modify,Shopify,0666248,354,11.74
Modify,Shopify,0666305,153,4.89
Modify,Shopify,0667840,175,11.07
Modify,Shopify,0669424,19,38.64
Modify,Shopify,0669598,84,6.69
Modify,Shopify,0669739,6,7.69
Modify,Shopify,0670398,3222,5.13
Modify,Shopify,0671057,52,91.01
Modify,Shopify,0671685,6,4.58
Modify,Shopify,0672378,0,5.58
Modify,Shopify,0673459,156,8.91
Modify,Shopify,0674515,58,13.10
Modify,Shopify,0675009,0,15.11
Modify,Shopify,0675702,94,28.67
Modify,Shopify,0677344,87,21.91
Modify,Shopify,0677922,676,20.22
Modify,Shopify,0678151,75,31.37
Modify,Shopify,0678169,105,21.91
Modify,Shopify,0678938,37,22.32
Modify,Shopify,0680207,60,6.55
Modify,Shopify,0682369,0,15.77
Modify,Shopify,0682476,313,14.27
Modify,Shopify,0682534,154,14.27
Modify,Shopify,0682633,39,14.27
Modify,Shopify,0684134,312,4.32
Modify,Shopify,0684746,146,112.41
Modify,Shopify,0685230,127,8.56
Modify,Shopify,0685800,12,31.89
Modify,Shopify,0686386,659,79.88
Modify,Shopify,0686402,124,43.14
Modify,Shopify,0688309,82,17.04
Modify,Shopify,0688986,57,27.17
Modify,Shopify,0689174,61,29.23
Modify,Shopify,0689844,88,14.66
Modify,Shopify,0892430,12,39.04
Modify,Shopify,0892455,111,29.03
Modify,Shopify,0892513,11,39.04
Modify,Shopify,0892596,7,39.04
Modify,Shopify,0892695,34,6.55
Modify,Shopify,0893214,0,42.04
Modify,Shopify,0893644,15,6.44
Modify,Shopify,0894014,10,6.44
Modify,Shopify,0895052,20,28.05
Modify,Shopify,0896076,370,50.06
Modify,Shopify,0898189,58,39.04
Modify,Shopify,0899088,90,27.89
Modify,Shopify,0899757,519,6.94
Modify,Shopify,0899963,285,10.05
Modify,Shopify,0900142,791,4.30
Modify,Shopify,0900597,8,32.78
Modify,Shopify,0901066,388,18.91
Modify,Shopify,0901272,183,51.32
Modify,Shopify,0901280,14,51.32
Modify,Shopify,0901538,448,35.72
Modify,Shopify,0901728,63,27.17
Modify,Shopify,0901884,39,45.05
Modify,Shopify,0902080,8,13.50
Modify,Shopify,0902197,754,20.67
Modify,Shopify,0902247,271,18.88
Modify,Shopify,0902577,31,24.75
Modify,Shopify,0902841,94,13.21
Modify,Shopify,0902940,8,148.21
Modify,Shopify,0905208,17,20.22
Modify,Shopify,0905240,7,27.39
Modify,Shopify,0905612,168,31.93
Modify,Shopify,0907097,175,6.57
Modify,Shopify,0908087,21,25.22
Modify,Shopify,0908137,25,24.40
Modify,Shopify,0909952,4,22.33
Modify,Shopify,0910026,133,6.94
Modify,Shopify,0910034,201,13.49
Modify,Shopify,0911677,169,9.21
Modify,Shopify,0911784,510,7.18
Modify,Shopify,0912642,656,22.38
Modify,Shopify,0912980,29,6.47
Modify,Shopify,0723890,80,30.08
Modify,Shopify,0725416,73,16.88
Modify,Shopify,0725564,942,52.48
Modify,Shopify,0725614,22,42.04
Modify,Shopify,0725754,215,45.66
Modify,Shopify,0725796,24,42.04
Modify,Shopify,0725929,810,49.11
Modify,Shopify,0726018,87,24.36
Modify,Shopify,0726331,7,22.51
Modify,Shopify,0726612,109,51.59
Modify,Shopify,0727008,230,34.19
Modify,Shopify,0727362,27,28.37
Modify,Shopify,0727511,28,25.01
Modify,Shopify,0727644,100,20.89
Modify,Shopify,0729269,242,13.79
Modify,Shopify,0730663,533,43.72
Modify,Shopify,0734533,100,19.32
Modify,Shopify,0735589,23,7.37
Modify,Shopify,0735662,221,7.31
Modify,Shopify,0736587,14,7.21
Modify,Shopify,0736751,56,18.43
Modify,Shopify,0736819,26,38.43
Modify,Shopify,0737049,103,24.51
Modify,Shopify,0737346,236,14.35
Modify,Shopify,0737395,137,25.58
Modify,Shopify,0737718,103,7.34
Modify,Shopify,0738229,152,4.95
Modify,Shopify,0738435,169,5.89
Modify,Shopify,0738856,118,18.91
Modify,Shopify,0739268,83,4.68
Modify,Shopify,0739862,75,114.31
Modify,Shopify,0739953,39,21.68
Modify,Shopify,0739979,125,68.51
Modify,Shopify,0740076,115,28.38
Modify,Shopify,0743088,23,22.96
Modify,Shopify,0743500,25,15.77
Modify,Shopify,0743534,78,4.71
Modify,Shopify,0746255,181,8.82
Modify,Shopify,0746875,481,12.16
Modify,Shopify,0747170,28,7.70
Modify,Shopify,0747683,0,7.88
Modify,Shopify,0747832,24,14.70
Modify,Shopify,0747857,34,9.93
Modify,Shopify,0748442,2607,102.26
Modify,Shopify,0750075,517,17.82
Modify,Shopify,0751156,116,16.98
Modify,Shopify,0751818,74,24.51
Modify,Shopify,0752170,263,33.98
Modify,Shopify,0752295,382,33.98
Modify,Shopify,0754275,51,4.20
Modify,Shopify,0754507,49,29.91
Modify,Shopify,0755421,541,8.56
Modify,Shopify,0755660,0,6.20
Modify,Shopify,0756189,88,5.88
Modify,Shopify,0757286,5,78.00
Modify,Shopify,0757302,26,81.58
Modify,Shopify,0757856,41,12.91
Modify,Shopify,0757971,82,11.27
Modify,Shopify,0758037,59,11.79
Modify,Shopify,0758334,52,11.64
Modify,Shopify,0760041,52,31.57
Modify,Shopify,0761015,730,29.32
Modify,Shopify,0761502,100,12.82
Modify,Shopify,0762591,45,21.65
Modify,Shopify,0762666,0,31.05
Modify,Shopify,0764720,292,57.46
Modify,Shopify,0765206,113,28.38
Modify,Shopify,0766501,213,33.42
Modify,Shopify,0767087,98,57.86
Modify,Shopify,0768051,4,49.87
Modify,Shopify,0768887,278,16.64
Modify,Shopify,0770099,26,41.81
Modify,Shopify,0770859,285,22.96
Modify,Shopify,0771204,337,11.07
Modify,Shopify,0771212,256,11.07
Modify,Shopify,0771253,77,3.85
Modify,Shopify,0772343,88,35.78
Modify,Shopify,0773291,971,9.42
Modify,Shopify,0773978,45,27.24
Modify,Shopify,0774018,311,5.88
Modify,Shopify,0774315,38,56.14
Modify,Shopify,0774356,94,56.14
Modify,Shopify,0775791,234,6.55
Modify,Shopify,0775965,27,16.88
Modify,Shopify,0776427,387,30.75
Modify,Shopify,0778142,1429,35.09
Modify,Shopify,0778183,354,35.09
Modify,Shopify,0778548,39,6.87
Modify,Shopify,0778886,23,6.87
Modify,Shopify,0778894,76,15.54
Modify,Shopify,0778944,29,6.87
Modify,Shopify,0779579,51,19.63
Modify,Shopify,0783001,134,7.20
Modify,Shopify,0783399,27,31.24
Modify,Shopify,0783514,209,32.36
Modify,Shopify,0783555,97,19.42
Modify,Shopify,0783605,11,55.44
Modify,Shopify,0783688,230,19.55
Modify,Shopify,0987156,17,11.37
Modify,Shopify,0987297,433,4.34
Modify,Shopify,0987545,13,53.38
Modify,Shopify,0987636,31,18.16
Modify,Shopify,0990358,347,19.79
Modify,Shopify,0990432,457,35.10
Modify,Shopify,0990697,40,33.48
Modify,Shopify,0990945,292,26.14
Modify,Shopify,0991091,187,50.16
Modify,Shopify,0992115,3,33.03
Modify,Shopify,0992230,124,6.54
Modify,Shopify,0994327,11,25.34
Modify,Shopify,0996538,108,38.85
Modify,Shopify,0996587,49,6.39
Modify,Shopify,0997015,30,49.79
Modify,Shopify,0997965,101,45.06
Modify,Shopify,0998625,21,39.54
Modify,Shopify,0998674,109,5.43
Modify,Shopify,0998831,95,5.88
Modify,Shopify,0998922,5,52.25
Modify,Shopify,1000371,14,15.44
Modify,Shopify,1000660,195,14.48
Modify,Shopify,1000678,205,11.08
Modify,Shopify,1000728,35,27.75
Modify,Shopify,1000751,71,19.32
Modify,Shopify,1002617,24,102.26
Modify,Shopify,1002666,8,91.95
Modify,Shopify,1003292,186,17.84
Modify,Shopify,1003961,168,14.62
Modify,Shopify,1004076,635,5.06
Modify,Shopify,1004118,264,46.42
Modify,Shopify,1010941,532,31.74
Modify,Shopify,0810036,251,8.70
Modify,Shopify,0810051,200,8.14
Modify,Shopify,0810119,218,8.70
Modify,Shopify,0810572,318,35.26
Modify,Shopify,0811257,58,21.93
Modify,Shopify,0811406,50,48.24
Modify,Shopify,0813261,47,20.87
Modify,Shopify,0813915,15,23.53
Modify,Shopify,0814558,15,31.26
Modify,Shopify,0814848,853,6.84
Modify,Shopify,0816009,19,87.18
Modify,Shopify,0816157,168,16.46
Modify,Shopify,0816215,478,16.46
Modify,Shopify,0816884,83,21.81
Modify,Shopify,0817080,178,6.47
Modify,Shopify,0817445,130,15.77
Modify,Shopify,0817759,72,12.42
Modify,Shopify,0819094,22,30.98
Modify,Shopify,0820514,68,4.85
Modify,Shopify,0820985,424,11.85
Modify,Shopify,0821058,108,5.01
Modify,Shopify,0821074,4,4.70
Modify,Shopify,0821629,2323,15.34
Modify,Shopify,0821660,915,15.34
Modify,Shopify,0822668,822,18.95
Modify,Shopify,0823740,498,19.83
Modify,Shopify,0825984,899,26.10
Modify,Shopify,0826016,373,23.71
Modify,Shopify,0826222,525,28.21
Modify,Shopify,0826370,126,29.50
Modify,Shopify,0826776,28,27.51
Modify,Shopify,0826784,24,49.20
Modify,Shopify,0827766,3,58.01
Modify,Shopify,0829598,20,61.35
Modify,Shopify,0830448,216,15.06
Modify,Shopify,0830497,1316,13.08
Modify,Shopify,0831883,0,34.61
Modify,Shopify,0834655,753,13.89
Modify,Shopify,0836874,42,18.46
Modify,Shopify,0837526,253,34.16
Modify,Shopify,0838904,3694,4.61
Modify,Shopify,0839464,1123,11.02
Modify,Shopify,0841130,0,38.50
Modify,Shopify,0841890,604,6.48
Modify,Shopify,0842070,134,3.82
Modify,Shopify,0842930,692,20.73
Modify,Shopify,0843672,47,77.57
Modify,Shopify,0847293,272,6.53
Modify,Shopify,0847442,34,6.54
Modify,Shopify,0847558,209,14.38
Modify,Shopify,0847988,26,17.93
Modify,Shopify,0848572,445,23.29
Modify,Shopify,0848978,194,23.29
Modify,Shopify,0849588,0,18.14
Modify,Shopify,0850206,64,39.04
Modify,Shopify,0854703,142,16.14
Modify,Shopify,0857003,365,6.55
Modify,Shopify,0858142,1935,13.77
Modify,Shopify,0858845,76,112.41
Modify,Shopify,0859652,81,5.26
Modify,Shopify,0860601,967,9.91
Modify,Shopify,0860783,108,50.62
Modify,Shopify,0861617,1,100.69
Modify,Shopify,0862441,43,25.97
Modify,Shopify,0862565,111,17.52
Modify,Shopify,0863662,39,12.70
Modify,Shopify,0863969,96,21.75
Modify,Shopify,0864785,322,25.97
Modify,Shopify,0867150,56,43.25
Modify,Shopify,0867937,69,23.26
Modify,Shopify,0868109,332,9.91
Modify,Shopify,0869180,51,19.20
Modify,Shopify,0869222,139,19.20
Modify,Shopify,0869289,16,22.49
Modify,Shopify,0870246,234,15.04
Modify,Shopify,0870410,134,13.29
Modify,Shopify,0870444,116,13.29
Modify,Shopify,0871806,137,23.56
Modify,Shopify,0871996,45,71.12
Modify,Shopify,0873661,198,23.56
Modify,Shopify,0876425,4,19.78
Modify,Shopify,0876813,27,31.38
Modify,Shopify,0877043,54,49.44
Modify,Shopify,0877324,54,15.05
Modify,Shopify,0877597,146,17.00
Modify,Shopify,0877621,7,16.47
Modify,Shopify,0877654,159,21.88
Modify,Shopify,0877662,18,25.39
Modify,Shopify,0878504,25,17.18
Modify,Shopify,0878892,124,70.47
Modify,Shopify,0880021,17,23.17
Modify,Shopify,0880203,10,31.20
Modify,Shopify,0880336,37,16.08
Modify,Shopify,0880898,108,23.77
Modify,Shopify,0881862,43,23.71
Modify,Shopify,0884775,5710,2.87
Modify,Shopify,0885236,123,15.92
Modify,Shopify,0886440,38,31.45
Modify,Shopify,0887547,105,16.88
Modify,Shopify,0887760,108,16.88
Modify,Shopify,0888032,611,13.76
Modify,Shopify,0888438,187,9.14
Modify,Shopify,0888594,46,37.26
Modify,Shopify,0890293,10,23.29
Modify,Shopify,0890731,112,77.59
Modify,Shopify,0891002,1058,7.48
Modify,Shopify,HG1000223,0,40.62
Modify,Shopify,HG1004266,38,4.31
Modify,Shopify,HG1010461,30,8.06
Modify,Shopify,HG1011618,29,20.10
Modify,Shopify,HG1011733,75,34.33
Modify,Shopify,HG1019488,1108,6.55
Modify,Shopify,HG1019553,0,7.22
Modify,Shopify,HG1019751,57,49.55
Modify,Shopify,HG1020361,43,9.53
Modify,Shopify,HG1022714,38,19.48
Modify,Shopify,HG1023803,126,3.95
Modify,Shopify,HG1025287,73,19.95
Modify,Shopify,HG1025345,439,19.12
Modify,Shopify,HG1025428,409,17.78
Modify,Shopify,HG1029438,427,12.80
Modify,Shopify,HG1042100,147,14.44
Modify,Shopify,HG1055326,0,7.75
Modify,Shopify,HG1061654,126,6.79
Modify,Shopify,HG1064237,95,14.36
Modify,Shopify,HG1064609,33,14.81
Modify,Shopify,HG1071182,304,8.55
Modify,Shopify,HG1071224,76,8.55
Modify,Shopify,HG1072297,50,8.92
Modify,Shopify,HG1073964,162,13.32
Modify,Shopify,HG1074087,111,16.19
Modify,Shopify,HG1074475,1,7.47
Modify,Shopify,HG1074517,882,7.47
Modify,Shopify,HG1076561,55,3.76
Modify,Shopify,HG1083880,660,7.42
Modify,Shopify,HG1083898,66,6.79
Modify,Shopify,HG1084227,22,28.38
Modify,Shopify,HG1088202,2087,9.51
Modify,Shopify,HG1090711,1242,3.86
Modify,Shopify,HG1090802,2417,3.86
Modify,Shopify,HG1092022,501,10.30
Modify,Shopify,HG1092360,17,11.06
Modify,Shopify,HG1092808,1735,7.89
Modify,Shopify,HG1092873,1146,5.20
Modify,Shopify,HG1093137,1249,5.94
Modify,Shopify,HG1097740,0,13.22
Modify,Shopify,HG1099555,10,31.61
Modify,Shopify,HG1099761,537,25.39
Modify,Shopify,HG1102532,156,21.67
Modify,Shopify,HG1105220,292,4.76
Modify,Shopify,HG1106764,372,9.44
Modify,Shopify,HG1115377,77,5.86
Modify,Shopify,HG1115427,74,5.86
Modify,Shopify,HG1118249,291,7.21
Modify,Shopify,HG1118900,506,3.86
Modify,Shopify,HG1076967,7,11.05
Modify,Shopify,HG1084565,142,5.33
Modify,Shopify,HG1086354,35,5.42
Modify,Shopify,HG1090919,310,7.14
Modify,Shopify,HG1095520,244,7.96
Modify,Shopify,HG1096973,102,13.97
Modify,Shopify,HG1097823,391,18.24
Modify,Shopify,HG1101443,36,11.07
Modify,Shopify,HG1102383,130,8.37
Modify,Shopify,HG1109438,9,26.54
Modify,Shopify,HG1114248,26,9.18
Modify,Shopify,HG1114289,45,4.81
Modify,Shopify,HG1115385,85,5.86
Modify,Shopify,HG1118884,488,3.86
Modify,Shopify,HG1125269,477,12.56
Modify,Shopify,HG1126630,37,11.24
Modify,Shopify,HG1128974,235,4.38
Modify,Shopify,HG1130483,19,11.64
Modify,Shopify,HG1131317,299,11.75
Modify,Shopify,HG1133750,6,8.41
Modify,Shopify,HG1135979,19035,3.47
Modify,Shopify,HG1137421,902,17.43
Modify,Shopify,HG1137850,59,11.08
Modify,Shopify,HG1137983,0,11.57
Modify,Shopify,HG1138171,88,13.07
Modify,Shopify,HG1138593,11,17.25
Modify,Shopify,HG1140698,15,7.33
Modify,Shopify,HG1140870,138,5.94
Modify,Shopify,HG1142314,232,4.81
Modify,Shopify,HG1144658,388,12.10
Modify,Shopify,HG1147487,126,9.85
Modify,Shopify,HG1159854,379,5.32
Modify,Shopify,HG1162551,309,17.77
Modify,Shopify,HG1162627,214,9.21
Modify,Shopify,HG1162791,119,6.55
Modify,Shopify,HG1163831,0,25.41
Modify,Shopify,HG1165067,5,35.10
Modify,Shopify,HG1176775,259,11.36
Modify,Shopify,HG1176874,6,16.96
Modify,Shopify,HG1176882,1935,7.89
Modify,Shopify,HG1179969,106,11.73
Modify,Shopify,HG1181700,91,6.46
Modify,Shopify,HG1182872,203,11.81
Modify,Shopify,HG1187426,39,15.01
Modify,Shopify,HG1190966,26,14.44
Modify,Shopify,HG1194174,116,19.82
Modify,Shopify,HG1196195,220,1.51
Modify,Shopify,2250389,160,15.96
Modify,Shopify,2254142,304,6.47
Modify,Shopify,2257160,135,28.83
Modify,Shopify,2268241,262,41.69
Modify,Shopify,2268266,89,38.19
Modify,Shopify,2269223,86,7.28
Modify,Shopify,2269611,76,26.99
Modify,Shopify,2273639,1953,20.76
Modify,Shopify,2274967,141,22.67
Modify,Shopify,2275089,358,22.67
Modify,Shopify,2278299,394,20.22
Modify,Shopify,2278364,1589,39.94
Modify,Shopify,2278760,13,12.70
Modify,Shopify,2283026,106,-0.10
Modify,Shopify,2283281,72,-0.10
Modify,Shopify,2283513,108,45.00
Modify,Shopify,2283554,91,69.40
Modify,Shopify,2285815,238,59.65
Modify,Shopify,2286110,529,51.14
Modify,Shopify,2288454,591,6.56
Modify,Shopify,2289957,1123,6.54
Modify,Shopify,2289973,1115,6.54
Modify,Shopify,2292415,81,24.85
Modify,Shopify,2293256,1313,6.54
Modify,Shopify,2296457,228,48.64
Modify,Shopify,2299758,995,20.68
Modify,Shopify,2300853,325,38.32
Modify,Shopify,2301836,110,25.93
